Abmaddb9,8,,4,2,1,3,,4,,,3,1,1,2,11,,1,3,4,2,
Abmaddb9no5,9,,3,1,,2,,11,,1,,4,2,,4,,,3,1,,2
Abmadd11,,4,,,4,2,,,4,,,4,2,4,4,,,3,3,1,4
Abmadd11/Cb,8,,,2,1,2,2,,,2,1,1,2,,6,2,1,1,1,,
Abmadd11/Eb,6,,1,1,1,4,2,,,,,,,,,,,,,,
Abmadd11no5,,4,,,4,2,,,4,,,4,2,4,6,,,1,1,,2
Abmadd11no5/Cb,,,2,,1,2,,6,2,,1,1,,,,,2,,4,2,4
Abmadd9,4,1,3,3,1,1,3,4,,,3,1,1,3,,,,,,,
Abmadd9/Cb,6,,,4,3,4,1,,,2,,3,4,4,,,,,,,
Abmadd9/Eb,,,,1,3,0,4,,,,,,,,,,,,,,
Abmadd9no5,4,,,3,1,,3,,,,,,,,,,,,,,
Abmadd9no5/Cb,,,2,,3,,4,6,2,,1,,,1,,,,,,,
Abmaj13,4,1,,2,2,3,,3,2,,,3,4,1,8,,4,3,3,1,1
Abmaj13/C,,,3,,1,4,3,8,1,3,1,3,2,,,,,,,,
Abmaj13/Eb,3,,4,4,3,,1,6,,1,1,3,3,3,,,,,,,
Abmaj13#11,11,,1,2,2,3,3,4,1,2,2,2,3,,,,,,,,
Abmaj13no3,4,1,,2,,3,,11,,1,,2,,3,3,,,4,,4,1
Abmaj13sus2,3,2,,3,1,4,,11,,1,3,2,1,3,3,,,4,1,4,1
Abmaj13sus2/4,4,1,1,2,3,3,1,8,,4,4,3,1,,,,,,,,
Abmaj13sus4,4,1,1,2,3,3,1,8,,4,4,3,1,,,,,,,,
Abmaj7,4,1,,2,2,1,,3,,,4,3,2,1,6,,,1,3,3,3
Abmaj7/C,,,3,,1,4,3,3,,1,4,3,2,1,6,3,,1,3,3,
Abmaj7/Eb,3,,4,4,3,,1,6,,1,1,3,3,3,,,,,,,
Abmaj7/G,4,,,2,2,1,1,,,,,,,,,,,,,,
Abmaj7#11,3,2,,3,3,1,,,,,,,,,,,,,,,
Abmaj7#11/C,6,3,,1,2,3,,,,3,,1,3,3,,,,,,,
Abmaj7#11/Eb,3,,4,4,3,1,1,10,2,2,1,3,,1,,,,,,,
Abmaj7#11/G,10,,1,3,4,4,,3,,,3,3,1,2,,,,,,,
Abmaj7no3,4,1,,2,,1,,6,,,1,3,3,,,,,,,,
Abmaj7no3/5,,,,,1,,3,,4,,,,,3,,,,,,,
Abmaj7no3/5/G,4,,,2,,,1,,3,,,,,4,,,,,,,
Abmaj7no3/Eb,6,,1,1,3,3,,,,,,,,,,,,,,,
Abmaj7no3/G,4,,,2,,1,1,,,,,,,,,,,,,,
Abmaj7no5,4,1,,2,2,,,,,,,,,,,,,,,,
Abmaj7no5/C,6,3,,1,,3,,3,,1,4,3,,1,,,3,,1,1,3
Abmaj7no5/G,8,,3,3,,2,1,4,,,2,2,,1,,3,3,,1,1,
Abmaj7sus#4,,4,,,,3,3,,,,,,,,,,,,,,
Abmaj7sus#4/G,4,,,2,4,1,1,,3,,,,3,4,8,,3,,1,2,3
Abmaj7sus2,3,,,4,1,2,1,11,,1,3,2,1,1,6,,,1,3,3,1
Abmaj7sus2/Eb,3,,4,4,1,2,1,11,1,1,3,2,1,1,6,,1,1,3,3,1
Abmaj7sus2no5,6,,,1,,3,1,,4,,,3,,3,,,,,,,
Abmaj7sus2no5/G,3,,,3,1,,2,,3,,,3,,4,,,,,,,
Abmaj7sus4,6,,,1,3,3,4,11,,1,3,2,4,1,3,,,4,4,2,1
Abmaj7sus4/Eb,6,,1,1,3,3,4,11,1,1,3,2,4,1,4,,3,2,3,1,1
Abmaj7sus4no5,6,,,1,,3,4,11,,1,,2,4,,4,1,,2,3,,
Abmaj9,4,1,,2,2,1,3,10,,2,1,3,2,,,,,,,,
Abmaj9/C,,,3,,1,4,3,3,,1,4,3,2,1,6,3,,1,3,3,
Abmaj9/Eb,3,,4,4,3,,1,6,,1,1,3,3,3,,,,,,,
Abmaj9/G,4,,,2,2,1,1,,,,,,,,,,,,,,
Abmaj9#11,3,2,1,3,1,1,,10,,2,1,3,2,1,,,,,,,
Abmaj9no5,5,,,2,1,4,2,,,,,,,,,,,,,,
Abmaj9no5/C,6,3,,1,,3,,3,,1,4,3,,1,,,3,,1,1,3
Abmaj9no5/G,8,,3,3,,2,1,4,,,2,2,,1,,3,3,,1,1,
Abmaj9sus4,11,,1,1,2,1,1,4,1,,2,3,1,3,6,,,1,1,3,1
Abmaj9sus4/Eb,6,,1,1,1,3,1,11,1,1,1,2,1,1,,,,,,,
Abmaj9sus4no5,11,,1,1,2,1,,4,1,,2,3,,3,6,,,1,1,3,1
Abmmaj11,4,1,1,2,1,1,3,11,,1,1,2,2,1,6,,,1,1,3,2
Abmmaj13,4,1,,2,1,3,,3,,,4,2,4,1,,4,,3,4,4,3
Abmmaj7,4,1,,2,1,1,,6,,,1,3,3,2,,4,,,4,4,3
Abmmaj7/Cb,4,4,,2,1,1,1,,,2,1,1,,3,,,2,1,1,4,3
Abmmaj7/Eb,6,,1,1,3,3,2,4,,3,2,1,1,1,,,,,,,
Abmmaj7/G,4,,,2,1,1,1,8,,3,2,1,2,,,,,,,,
Abmmaj7no5,4,1,,2,1,,,6,,,1,,3,2,,4,,,4,,3
Abmmaj7no5/Cb,4,4,,2,1,,1,,,2,,1,,3,,,,,,,
Abmmaj7no5/G,4,,,2,1,,1,,,,,,,,,,,,,,
Abmmaj9,4,1,,2,1,1,3,9,,3,1,4,3,,,,,,,,
Abmmaj9/G,8,,3,2,1,4,,,3,2,1,3,,,4,,,2,1,1,3
Abmmaj9no5,2,3,1,4,2,,,9,,3,1,4,3,,,,,,,,
Abmmaj9no5/G,2,2,1,,2,,,9,,2,1,,3,,4,,,2,1,,3
Abmno5,6,,,1,,,2,,4,,,4,,4,6,,,1,,4,2
Abmno5/Cb,4,4,,3,1,,1,,,2,,1,,,,,,,,,
Abmsus2,,4,,,3,4,4,,4,,,3,4,4,,,,,,,
Abmsus2/4,4,,,3,3,1,3,,,,,,,,,,,,,,
Abmsus2/4no5,6,,,1,1,,1,4,1,,,3,,3,,,,,,,
Abmsus4,4,1,3,3,3,1,1,,,,,,,,,,,,,,
Abmsus4/Eb,4,,3,3,3,1,1,,,,,,,,,,,,,,
Abno5,4,1,,,2,,,4,1,,3,2,,,,,,,,,
Abno5/C,,,3,,,,4,3,,1,,3,,2,8,,,3,,2,1
Absus#4,4,1,3,3,4,1,1,,,,,,,,,,,,,,
Absus#4/Eb,4,,3,3,4,1,1,,,,1,1,3,,,,,,,,
Absus2,6,,,1,3,4,1,11,,1,3,3,1,1,,4,,,3,4,4
Absus2/4,6,,,1,1,4,1,,4,,,3,2,4,4,,,3,3,1,3
Absus2/4no5,6,,,1,1,4,1,,4,,,3,2,4,,,,,,,
Absus2no5,6,,,1,,4,1,11,,1,,3,1,,,4,,,3,,4
Absus4,4,1,3,3,3,1,1,11,,1,3,3,4,1,6,,,1,3,4,4
Absus4/Eb,4,,3,3,3,1,1,11,,,3,3,4,1,6,,1,1,3,4,4
Absus4addb9,4,,,3,3,1,2,11,,1,3,4,4,1,,,,,,,
Absus4no5,4,1,,3,3,,1,11,,1,,3,4,,6,,,1,,4,4
A#,,,1,3,3,3,1,6,1,3,3,2,1,1,8,,,1,3,4,3
A#(b5),,,1,2,3,3,,5,,,4,3,1,2,5,2,,4,3,1,
A#(b5)/C##,5,,1,4,3,1,2,5,,1,4,3,1,,,,,,,,
A#(b5)/E,,,,2,3,3,,5,,3,4,3,1,,,,,,,,
A#(b5)addb9,5,2,,,3,1,3,,,1,2,4,3,,5,,,4,3,1,3
A#(b5)no3,3,4,,,1,3,,6,1,2,3,,,,,,1,2,3,,
A#/C##,,,,0,3,3,1,5,,1,,3,2,2,,,,,,,
A#/E#,,1,1,3,3,3,1,6,,3,3,2,1,1,3,,,1,1,1,4
A#1,,,1,,,,,6,1,,3,,,,,,,,3,,
A#13,,,1,3,1,3,3,6,1,,1,2,3,3,,,,,,,
A#13/C##,3,,3,4,1,1,1,8,3,4,1,3,1,1,,,,,,,
A#13/G#,,4,,,3,3,3,11,,1,2,2,1,,6,,,1,2,3,1
A#13b9,,,1,0,1,0,3,3,4,,4,2,1,1,6,1,,1,2,3,2
A#13b9sus4,3,4,,4,2,2,1,,,1,1,1,0,3,6,1,,1,3,3,2
A#13#11,,,1,2,1,3,3,6,1,2,1,2,3,3,,,,,,,
A#13no3,,,1,3,1,1,3,5,2,,2,1,4,,,,,,,,
A#13sus2,,,1,3,1,1,3,,,,,,,,,,,,,,
A#13sus2/4,,,1,1,1,1,3,6,1,1,1,3,3,3,,,,,,,
A#13sus4,,,1,1,1,1,3,6,1,1,1,3,3,,,,,,,,
A#5,,,1,3,3,,,6,1,3,3,,,,8,,,1,3,4,
A#5/E#,,,,3,3,,,8,,1,1,,,,8,,1,1,3,4,
A#6,,,1,0,0,3,1,5,2,,1,3,2,,8,,,1,3,1,3
A#6/9,,,1,0,0,1,3,6,1,,,2,3,3,5,2,,1,1,2,
A#6/9/C##,10,1,,1,3,2,,5,,1,1,1,2,2,,,,,,,
A#6/9#11,,,1,0,0,1,0,5,2,1,1,1,1,,,,,,,,
A#6/9no3,,,1,,0,1,1,5,2,,1,1,2,4,5,2,,1,1,2,
A#6/E#,,,,3,0,3,1,,,,3,3,3,3,8,,1,1,3,1,3
A#6b9,3,4,,3,2,1,,,,1,0,0,0,1,7,,,2,1,2,1
A#6#11,,,1,0,0,,0,5,2,1,1,,1,,,,,,,,
A#6no3,5,2,,1,,2,,8,,,1,3,1,,3,4,,3,1,4,
A#6sus2,,,1,,0,1,3,6,1,,,,3,3,5,2,,1,1,2,
A#7,,,1,3,1,3,1,6,1,3,1,2,1,1,,,,,,,
A#7/C##,3,,3,1,1,1,2,,,,,,,,,,,,,,
A#7/E#,,1,1,3,1,3,1,,,,,,,,,,,,,,
A#7/G#,,4,,3,3,3,,,,,,,,,,,,,,,
A#7b13,,,1,3,1,3,2,6,1,3,1,2,2,1,,,,,,,
A#7b5,,,1,,1,3,0,5,2,,2,3,1,,8,,,1,2,2,3
A#7b5/C##,5,,1,2,3,1,2,,,,,,,,,,,,,,
A#7b5/E,,,,2,3,3,4,7,,1,2,1,3,,5,,3,,3,1,2
A#7b5/G#,5,,,2,3,1,2,,,,,,,,,,,,,,
A#7b5b9,,,1,0,1,0,0,4,3,,,1,2,1,4,3,,3,1,2,
A#7b5b9/E,,0,1,0,1,0,0,,,,,,,,,,,,,,
A#7b5b9no3,,,1,,1,0,0,4,3,,,1,2,1,4,3,,3,1,2,
A#7b5b9sus4,6,1,2,1,3,,2,,,1,1,1,0,0,4,3,4,3,1,1,1
A#7b5#9,,,1,0,1,2,0,5,2,1,2,2,1,,,,,,,,
A#7b5no3,,,1,,1,,0,5,2,,2,,1,,8,,,1,2,2,
A#7b5no3/E,2,,,1,2,4,3,7,,1,2,3,3,,,,,,,,
A#7b5no3/G#,,4,,2,3,,,,,,,,,,,,,,,,
A#7b5sus2,8,,,1,2,2,1,,,1,,1,1,0,5,2,,2,1,1,
A#7b5sus4,6,1,2,1,3,4,1,8,,,1,2,2,4,,,,,,,
A#7b9,,,1,0,1,0,1,3,4,,4,2,1,,7,,,2,1,3,1
A#7b9/C##,3,,3,1,1,1,2,,,,,,,,,,,,,,
A#7b9b13,,,1,0,1,0,2,6,1,,1,2,2,2,,,,,,,
A#7b9b13no3,,,1,,1,0,2,6,1,,1,,2,2,,,,,,,
A#7b9#11,,,1,0,1,0,0,8,,,1,2,2,3,,,,,,,
A#7b9no3,,,1,,1,0,1,4,3,,3,1,,,7,,,2,,3,1
A#7b9no3/5,,,1,,1,0,,4,3,,3,1,,,7,,,2,,3,1
A#7b9no5,,,1,0,1,0,,4,3,2,3,1,,,7,,,2,1,3,1
A#7b9sus4,7,,,2,2,3,1,4,3,,,1,1,1,11,,3,,3,2,1
A#7b9sus4no5,,,1,,4,4,4,4,3,,3,1,1,,,,1,,1,4,
A#7#11,3,4,,4,1,3,,5,2,,2,3,1,,8,,,1,2,2,3
A#7#9,,,1,0,1,2,,6,1,,1,2,1,4,7,,,2,1,3,3
A#7#9/C##,,,1,0,1,2,,6,1,,1,2,1,4,7,,,2,1,3,3
A#7#9b13,,,1,0,1,2,2,6,1,,1,2,2,4,,,,,,,
A#7no3,8,,,1,3,2,,,,1,3,1,,,6,1,3,1,,,
A#7no3/5,,,1,,1,,,6,1,,3,,4,,8,,,1,,2,
A#7no3/E#,3,,,1,1,4,2,,,,,,,,,,,,,,
A#7no3/G#,6,,,1,,1,1,,,,,,,,,,,,,,
A#7no5,,,1,,1,3,,6,1,,1,2,,,,,,,3,3,4
A#7no5/C##,5,,1,2,3,,2,,,,,,,,,,,,,,
A#7no5/G#,,4,,,3,3,,6,,,1,2,,1,,,,,,,
A#7sus#4,,,1,2,1,,,3,,,,1,3,2,,,,,,,
A#7sus2,,,1,3,1,1,1,5,2,,2,1,2,,4,3,,,2,,1
A#7sus2no5,5,2,,2,1,,,8,,,1,,2,1,5,2,,2,1,,
A#7sus4,,,1,3,1,4,1,8,,,1,3,2,4,6,1,3,1,3,1,1
A#7sus4no5,,,1,,3,4,4,3,4,,4,1,2,,,,1,,1,4,
A#9,,,1,0,1,1,1,3,4,,4,3,1,,3,4,,1,3,1,2
A#9/C##,3,,3,1,1,1,2,,,,,,,,,,,,,,
A#9/E#,,1,1,0,1,1,,,,,,,,,,,,,,,
A#9/G#,3,,,4,3,1,4,,,,,,,,,,,,,,
A#9b5,,,1,2,1,3,,,,,,,,,,,,,,,
